nome_completo,filiacao_pai,filiacao_mae,data_nascimento,sexo,naturalidade,local_tirou_cidade,local_tirou_estado,estado_completo,data_emissao,validade_identidade,orgao_emissor,cpf
Ryan Rezende,João Pedro Lopes,Zoe da Rocha,23/10/1971,F,da Mota - MT,Silva,AP,Estado do Amapá,15/01/2016,15/01/2024,Instituto de Identificacao,896.521.195-89
Luiz Henrique Montenegro,Marcos Vinicius Brito,Helena Macedo,02/05/1952,M,Moura Paulista - PB,Cirino de Sousa,MG,Estado de Minas Gerais,08/07/2020,08/07/2027,Instituto de Identificacao / SSP MG,789.181.902-60
Cecilia Caldeira,Davi Lucas Casa Grande,Ana Laura Lopes,30/05/1956,F,Brito do Amparo - DF,da Mata Grande,PA,Estado do Pará,12/09/2011,12/09/2017,Instituto de Identificacao / SSP PA,276.534.026-09
João Guilherme Siqueira,Diego Ramos,Rafaela Aragão,16/02/1957,M,Melo do Oeste - SE,Fogaça,SE,Estado de Sergipe,13/05/2020,13/05/2029,Instituto de Identificacao / PC SE,093.850.768-29
Luara Correia,Arthur Gabriel Peixoto,Anna Liz Sampaio,04/03/2021,F,Silveira - AC,Nunes do Norte,TO,Estado do Tocantins,07/01/2014,07/01/2023,Instituto de Identificacao,294.146.520-00
Gabriela da Rosa,Lorenzo Aragão,Sophie da Paz,30/10/1994,M,Rocha - AL,Sá da Praia,SC,Estado de Santa Catarina,02/02/2012,02/02/2017,Instituto de Identificacao,126.547.709-13
Luna Rodrigues,Vitor Gabriel Montenegro,Manuella Macedo,11/08/2007,M,Camargo - PB,Ferreira,PI,Estado do Piauí,16/11/2020,16/11/2027,Instituto de Identificacao / PC PI,514.256.454-88
Cecília Rodrigues,Isaque Sales,Sara da Conceição,03/11/2024,M,Machado do Campo - RO,Pereira Grande,CE,Estado do Ceará,07/08/2014,07/08/2020,Instituto de Identificacao,199.000.872-38
Maria Alice Pires,Apollo Andrade,Isis Almeida,29/10/1988,M,Fernandes de Jesus - ES,Duarte de Machado,MA,Estado do Maranhão,18/03/2014,18/03/2022,Instituto de Identificacao / PC MA,329.981.443-41
Maria Clara Monteiro,Benicio Rios,Lorena Aparecida,20/08/2016,M,Macedo Paulista - MA,Santos de Dias,RN,Estado do Rio Grande do Norte,17/04/2022,17/04/2029,Instituto de Identificacao / SSP RN,340.751.781-88
Agatha Jesus,Breno Cavalcanti,Vitória Dias,18/08/1970,F,Caldeira - MG,Costa,AP,Estado do Amapá,22/09/2018,22/09/2023,Instituto de Identificacao / PC AP,567.080.767-99
Beatriz Souza,João Gabriel Almeida,Maria Alice Casa Grande,23/06/1940,F,Vieira Alegre - MG,Silveira do Norte,RN,Estado do Rio Grande do Norte,07/04/2015,07/04/2021,Instituto de Identificacao,361.681.479-10
Daniel Nunes,Asafe Mendes,Ana Mendonça,20/10/1981,M,Andrade - PA,da Paz Verde,MG,Estado de Minas Gerais,27/09/2019,27/09/2027,Instituto de Identificacao / PC MG,493.476.017-02
Lorenzo Cavalcante,Pedro Nascimento,Stephany Brito,18/02/1987,M,Ribeiro de Leão - RO,Caldeira de Rezende,RO,Estado de Rondônia,01/02/2018,01/02/2028,Instituto de Identificacao / PC RO,335.591.269-61
Samuel Aparecida,Antony Lopes,Júlia Correia,09/02/1994,F,Garcia - PR,da Paz de Pereira,GO,Estado de Goiás,15/06/2016,15/06/2023,Instituto de Identificacao,880.647.319-29
Rebeca Cardoso,Francisco Fonseca,Vitória Ramos,21/06/1958,F,Sales - RR,Casa Grande das Flores,SP,Estado de São Paulo,08/11/2011,08/11/2017,Instituto de Identificacao / PC SP,492.694.992-91
Vicente Cardoso,Gustavo Henrique da Cruz,Cecilia Sousa,02/06/1966,F,Vasconcelos de Cirino - RN,Vasconcelos da Mata,RO,Estado de Rondônia,01/10/2017,01/10/2026,Instituto de Identificacao / SSP RO,820.631.569-84
Eloá Pimenta,João Gabriel Brito,Isabela Monteiro,02/01/2001,M,Fonseca do Galho - MG,Teixeira Paulista,BA,Estado da Bahia,15/01/2014,15/01/2024,Instituto de Identificacao,475.014.392-08
Juan da Rocha,Matteo Cavalcante,Clara Viana,11/05/1999,M,Rios - PR,da Mota,MG,Estado de Minas Gerais,27/02/2012,27/02/2017,Instituto de Identificacao / SSP MG,374.035.299-82
Luiz Miguel Vargas,Nathan Rezende,Gabriela Cavalcante,27/09/1955,F,Pimenta - CE,Souza,BA,Estado da Bahia,01/02/2015,01/02/2024,Instituto de Identificacao / SSP BA,414.777.924-80
Aurora Camargo,Lucas Gabriel Siqueira,Lavínia Moreira,14/04/1952,M,Souza da Prata - PB,Rezende,RR,Estado de Roraima,25/06/2011,25/06/2018,Instituto de Identificacao / SSP RR,373.855.977-81
João Vitor Sousa,Davi Miguel da Costa,Isabelly Azevedo,09/07/1946,M,Andrade - MG,Ramos,SC,Estado de Santa Catarina,11/07/2016,11/07/2026,Instituto de Identificacao / PC SC,142.621.984-27
Maria Liz Lima,Carlos Eduardo Câmara,Alícia Sá,09/08/1943,F,Costa - ES,da Rocha,MA,Estado do Maranhão,24/03/2017,24/03/2027,Instituto de Identificacao,155.616.505-70
Rebeca da Costa,Pedro Lucas Sá,Alícia Costela,02/10/1958,F,Farias de Goiás - MS,Gonçalves das Pedras,RJ,Estado do Rio de Janeiro,27/04/2022,27/04/2032,Instituto de Identificacao,438.720.906-85
Yuri Barbosa,Yago Pereira,Luísa Brito,27/02/2018,F,Cavalcanti de Sampaio - ES,Cunha Grande,PI,Estado do Piauí,13/12/2017,13/12/2024,Instituto de Identificacao,012.172.957-60
Esther Ribeiro,Otávio Martins,Ana Clara Rios,04/07/2022,F,Santos - AP,Lopes do Oeste,TO,Estado do Tocantins,12/04/2014,12/04/2022,Instituto de Identificacao,478.163.217-95
Ayla Guerra,Vinicius Novaes,Melissa Sá,09/08/1965,M,das Neves de Costela - AM,Fonseca das Pedras,PE,Estado de Pernambuco,22/02/2016,22/02/2022,Instituto de Identificacao,205.518.800-03
Daniela Porto,Augusto Dias,Allana Moreira,07/06/1996,F,Casa Grande do Campo - PI,Caldeira,PB,Estado da Paraíba,24/12/2015,24/12/2021,Instituto de Identificacao,645.741.600-40
Heloísa Dias,Carlos Eduardo Aragão,Anna Liz Marques,19/09/1939,M,Fogaça - PE,Câmara,RN,Estado do Rio Grande do Norte,19/08/2017,19/08/2025,Instituto de Identificacao / SSP RN,230.399.841-25
Maria Isis Porto,Anthony Gabriel Barros,Laura Rodrigues,03/04/1988,M,Barbosa - PR,Sampaio,GO,Estado de Goiás,11/10/2019,11/10/2028,Instituto de Identificacao / PC GO,110.527.663-32
Rafael Rezende,Benício Ribeiro,Anna Liz Farias,15/08/2024,F,Santos do Galho - RO,Novais Alegre,RN,Estado do Rio Grande do Norte,27/04/2025,27/04/2034,Instituto de Identificacao / PC RN,224.400.043-23
Ísis Nunes,Anthony Gabriel da Costa,Anna Liz Andrade,26/08/2006,M,da Costa da Serra - RS,Lopes de Minas,RR,Estado de Roraima,25/10/2020,25/10/2030,Instituto de Identificacao / PC RR,165.067.578-00
Cauã Melo,Davi Lucca Rodrigues,Eloá da Conceição,22/11/1995,F,Silveira - SP,Gonçalves,TO,Estado do Tocantins,04/09/2018,04/09/2026,Instituto de Identificacao / SSP TO,979.266.920-05
Sophia Teixeira,Luiz Otávio Cassiano,Julia Lopes,06/06/1966,M,Ferreira de Alves - SE,Pimenta,AP,Estado do Amapá,09/08/2020,09/08/2029,Instituto de Identificacao / PC AP,312.800.614-08
Joana Teixeira,Juan Montenegro,Aurora Silva,16/01/2022,F,Melo do Campo - RJ,Sá,SE,Estado de Sergipe,06/11/2024,06/11/2033,Instituto de Identificacao / PC SE,437.359.248-09
Amanda Melo,Gael Henrique Gonçalves,Maria Helena Casa Grande,26/09/2023,F,Peixoto da Prata - SC,Castro,AL,Estado de Alagoas,28/07/2017,28/07/2024,Instituto de Identificacao / PC AL,466.329.159-80
Isadora Azevedo,Enzo Gabriel Teixeira,Kamilly da Mota,22/12/1934,M,Novais de Goiás - SP,Duarte da Serra,AM,Estado do Amazonas,06/09/2015,06/09/2021,Instituto de Identificacao / PC AM,329.042.275-60
Matteo Gonçalves,Caleb Sales,Isabela Rezende,09/05/1966,F,Pimenta Grande - PA,Lopes do Norte,SC,Estado de Santa Catarina,15/04/2012,15/04/2017,Instituto de Identificacao / SSP SC,178.958.565-01
Maria Isis Vieira,Yuri da Cruz,Maitê Fogaça,24/09/1954,F,Marques - ES,Duarte da Mata,GO,Estado de Goiás,15/05/2011,15/05/2016,Instituto de Identificacao,815.026.033-75
Enzo Cunha,Alexandre Silva,Juliana da Costa,28/01/1960,M,Almeida - SE,Rocha de Novaes,AM,Estado do Amazonas,04/11/2022,04/11/2031,Instituto de Identificacao,904.944.230-99
Calebe Jesus,Murilo Câmara,Isadora Santos,15/02/1968,F,Andrade - MT,da Luz de Pires,AL,Estado de Alagoas,14/03/2025,14/03/2031,Instituto de Identificacao,865.838.627-72
Ana Lívia Fonseca,Heitor Peixoto,Heloisa Rodrigues,05/01/1972,F,Aparecida do Amparo - AM,Costa das Pedras,BA,Estado da Bahia,25/12/2010,25/12/2018,Instituto de Identificacao / PC BA,513.322.301-12
Eduarda Cirino,Lucas Gabriel Duarte,Sofia Aparecida,07/07/2015,M,Cassiano - SC,Nascimento do Campo,SE,Estado de Sergipe,31/03/2014,31/03/2019,Instituto de Identificacao / SSP SE,814.441.762-77
João Vieira,Vitor Novaes,Raquel Jesus,13/07/1963,M,Siqueira - RJ,Peixoto,SP,Estado de São Paulo,07/10/2022,07/10/2027,Instituto de Identificacao / PC SP,306.959.826-27
Emanuelly Casa Grande,Luan Ribeiro,Esther Almeida,04/01/2010,M,Câmara - PR,da Mata do Campo,PE,Estado de Pernambuco,17/12/2013,17/12/2023,Instituto de Identificacao / SSP PE,610.261.822-55
Erick Ferreira,Murilo Vargas,Ana Lívia Azevedo,24/07/1970,F,Brito das Pedras - SE,Freitas,AP,Estado do Amapá,11/07/2018,11/07/2028,Instituto de Identificacao,331.086.150-86
Aurora Moreira,Bryan Gonçalves,Ana Vitória Azevedo,31/07/2012,F,Moraes - RO,Rodrigues,RS,Estado do Rio Grande do Sul,19/07/2015,19/07/2025,Instituto de Identificacao / PC RS,836.068.768-13
Clarice Araújo,Isaque Azevedo,Melissa Andrade,06/11/1940,F,Melo do Sul - AL,Castro,RS,Estado do Rio Grande do Sul,06/12/2021,06/12/2031,Instituto de Identificacao,414.385.152-00
Renan Ferreira,Vicente Fernandes,Ana Laura Rocha,12/09/1990,F,Borges do Sul - MS,Albuquerque,SC,Estado de Santa Catarina,04/05/2014,04/05/2020,Instituto de Identificacao,725.650.364-96
Ravi Caldeira,Benicio Barbosa,Zoe Camargo,08/10/2017,F,da Costa de Cavalcante - CE,Peixoto do Oeste,AP,Estado do Amapá,24/10/2023,24/10/2030,Instituto de Identificacao / PC AP,806.693.645-48
Bento Pires,Eduardo Rezende,Nina Ribeiro,11/06/1991,M,da Cunha - GO,Marques Grande,RN,Estado do Rio Grande do Norte,09/04/2023,09/04/2028,Instituto de Identificacao / SSP RN,663.157.728-50
Augusto Camargo,Ryan Alves,Ester das Neves,06/11/1946,M,Castro - RR,Pastor de Minas,AL,Estado de Alagoas,07/09/2020,07/09/2026,Instituto de Identificacao,651.974.031-78
Ana Cecília Caldeira,Diogo Moreira,Marcela Jesus,08/10/2001,M,Sá da Praia - SP,Pinto das Pedras,BA,Estado da Bahia,11/04/2023,11/04/2031,Instituto de Identificacao / SSP BA,030.312.433-13
Maria Alice Pereira,Nathan Sousa,Camila Fernandes,06/11/2021,M,da Mota dos Dourados - PB,Vasconcelos de Pereira,SP,Estado de São Paulo,10/02/2012,10/02/2019,Instituto de Identificacao,551.550.787-71
Davi Lucca Nogueira,Thomas Macedo,Liz Cunha,13/06/1978,F,Abreu - AP,Jesus dos Dourados,MS,Estado de Mato Grosso do Sul,27/06/2012,27/06/2021,Instituto de Identificacao / SSP MS,962.937.791-62
João Rios,Léo Caldeira,Olívia Sales,16/07/2024,F,Duarte - SP,Duarte das Pedras,SE,Estado de Sergipe,09/05/2015,09/05/2025,Instituto de Identificacao / SSP SE,257.826.996-21
Isis Santos,Henrique Albuquerque,Ana Vitória das Neves,07/09/1936,M,Martins da Serra - SC,Monteiro do Oeste,RO,Estado de Rondônia,26/07/2019,26/07/2025,Instituto de Identificacao / SSP RO,294.132.367-17
Pietra da Costa,Léo Fernandes,Maria Clara da Cunha,03/03/1996,F,Borges Paulista - GO,Novais,RO,Estado de Rondônia,03/04/2014,03/04/2020,Instituto de Identificacao / SSP RO,021.921.556-01
Maria Luísa Azevedo,Luiz Henrique Melo,Alícia Brito,02/08/2000,F,Albuquerque da Prata - MT,Castro de Albuquerque,DF,Distrito Federal,20/08/2022,20/08/2031,Instituto de Identificacao / PC DF,972.806.928-24
Benício Nascimento,Otávio Farias,Anna Liz Farias,22/12/1965,F,Rezende de Goiás - SE,Costela,AM,Estado do Amazonas,07/07/2025,07/07/2034,Instituto de Identificacao,966.129.151-54
Luísa Nunes,Vitor Gabriel Pacheco,Ana Sophia Albuquerque,27/02/2008,M,Garcia - SP,Costa de Pinto,RN,Estado do Rio Grande do Norte,29/05/2023,29/05/2031,Instituto de Identificacao / PC RN,500.246.789-73
Diego Freitas,Thiago Teixeira,Nicole Souza,22/12/1961,F,Cavalcanti de Cardoso - PI,Novais,SE,Estado de Sergipe,13/10/2014,13/10/2021,Instituto de Identificacao / PC SE,205.854.215-00
Maria Fernanda Cunha,Apollo Dias,Hellena Porto,20/07/1995,F,Dias das Pedras - CE,Novais do Galho,MT,Estado de Mato Grosso,22/06/2014,22/06/2023,Instituto de Identificacao / SSP MT,226.327.952-56
Yago Aragão,Rael Cavalcanti,Alana Leão,21/11/1946,F,Novaes - AM,Borges,GO,Estado de Goiás,14/11/2019,14/11/2029,Instituto de Identificacao,585.094.723-91
Ana Júlia Almeida,Augusto Aparecida,Jade Novaes,26/02/1952,F,Câmara de Vasconcelos - MG,Marques do Galho,RJ,Estado do Rio de Janeiro,26/05/2022,26/05/2029,Instituto de Identificacao,219.611.642-31
Luiz Felipe Costa,Joaquim Rios,Cecília Vieira,01/11/1975,M,Barbosa - PE,Costela,GO,Estado de Goiás,21/09/2015,21/09/2021,Instituto de Identificacao,386.697.956-17
Melina Câmara,Joaquim Marques,Maria Vitória da Paz,08/08/1990,F,Cassiano - ES,Nunes,PI,Estado do Piauí,14/04/2023,14/04/2032,Instituto de Identificacao,372.935.565-20
Rafaela Castro,João Miguel Mendes,Sophie Pimenta,02/02/2006,M,Cassiano do Sul - AM,da Cruz,DF,Distrito Federal,10/01/2024,10/01/2032,Instituto de Identificacao,811.914.830-69
Olivia Duarte,Daniel Abreu,Manuela da Mata,23/10/2001,M,Vargas - SE,Viana,PA,Estado do Pará,29/10/2017,29/10/2022,Instituto de Identificacao / PC PA,068.082.444-08
Luigi Vargas,Bernardo Peixoto,Clarice Aragão,09/02/1959,F,Camargo do Oeste - AL,Moura de Goiás,PA,Estado do Pará,23/08/2025,23/08/2034,Instituto de Identificacao,931.232.059-09
Paulo Araújo,Murilo Barros,Sophia Marques,25/11/1953,F,Moreira Verde - GO,Ramos do Sul,RN,Estado do Rio Grande do Norte,03/08/2015,03/08/2021,Instituto de Identificacao,233.654.620-32
Brenda Cassiano,Ravi Lucca Macedo,Giovanna Pimenta,14/03/1941,M,Cassiano - SE,Barros,BA,Estado da Bahia,18/09/2025,18/09/2034,Instituto de Identificacao / PC BA,877.856.220-20
Otávio Freitas,Josué Monteiro,Zoe Jesus,02/02/1957,F,da Mota - CE,Macedo,MG,Estado de Minas Gerais,02/02/2024,02/02/2029,Instituto de Identificacao / PC MG,871.686.215-50
Yasmin Siqueira,Antônio Farias,Mariane Moraes,20/02/1976,F,Porto da Prata - PR,Garcia Paulista,TO,Estado do Tocantins,06/05/2019,06/05/2025,Instituto de Identificacao / SSP TO,096.907.246-41
Bruno Azevedo,Anthony Gabriel Moraes,Isabel Casa Grande,19/05/2008,F,Ramos de Minas - AM,Aparecida,TO,Estado do Tocantins,02/04/2016,02/04/2026,Instituto de Identificacao / SSP TO,486.794.322-40
Otávio Alves,Yago da Rocha,Gabriela Rios,28/12/2004,M,Ribeiro do Amparo - CE,Machado dos Dourados,RS,Estado do Rio Grande do Sul,23/10/2020,23/10/2025,Instituto de Identificacao / SSP RS,841.492.032-20
Cauê Castro,Luiz Fernando Câmara,Camila Albuquerque,07/05/2007,F,Gonçalves Alegre - GO,Jesus,PI,Estado do Piauí,03/09/2017,03/09/2026,Instituto de Identificacao,754.666.928-42
Pedro Lucas da Mota,João Gabriel Sousa,Eloá Andrade,01/05/1984,M,Ribeiro - PA,Cirino,AL,Estado de Alagoas,14/03/2015,14/03/2025,Instituto de Identificacao,155.581.313-41
Eduarda Lima,Marcelo Costa,Alexia Fernandes,30/11/1955,M,Andrade - PE,Rezende de Goiás,RR,Estado de Roraima,20/05/2024,20/05/2031,Instituto de Identificacao / SSP RR,625.273.076-36
Isis Costa,Vitor Gabriel Barros,Maria Novais,17/07/1949,F,Casa Grande - TO,Pereira do Norte,AM,Estado do Amazonas,03/03/2018,03/03/2025,Instituto de Identificacao,466.079.547-47
José Miguel Andrade,Joaquim Guerra,Julia Souza,04/07/2019,F,Rodrigues da Praia - MA,Silveira do Amparo,MG,Estado de Minas Gerais,02/02/2011,02/02/2020,Instituto de Identificacao / SSP MG,582.918.996-08
Leandro Machado,Alexandre da Costa,Alice Martins,10/10/1985,M,Fernandes de Pereira - CE,Silva Paulista,AM,Estado do Amazonas,08/02/2012,08/02/2017,Instituto de Identificacao,389.373.646-26
Lucca Farias,Bruno Fogaça,Laís Gomes,31/05/2018,M,Vieira das Flores - RJ,Nascimento,RR,Estado de Roraima,21/01/2020,21/01/2027,Instituto de Identificacao / PC RR,074.179.265-33
Larissa Moreira,Cauã Pires,Manuella Vasconcelos,31/01/1988,M,Gonçalves - SC,Sá,MG,Estado de Minas Gerais,07/12/2024,07/12/2029,Instituto de Identificacao / PC MG,117.627.092-59
Camila Garcia,Vinícius Sales,Marina Azevedo,05/04/1988,F,Sousa - MG,da Costa do Oeste,PE,Estado de Pernambuco,16/12/2021,16/12/2030,Instituto de Identificacao / PC PE,605.740.010-10
Diogo Souza,Mateus Rocha,Eloá Mendes,12/01/1992,F,Campos de Costela - PB,Teixeira,AP,Estado do Amapá,28/05/2012,28/05/2020,Instituto de Identificacao / SSP AP,831.407.240-74
Alícia Abreu,Lucas Gabriel Farias,Sophia Pires,21/09/1951,M,Barbosa - PI,Costela de Sales,PA,Estado do Pará,22/10/2013,22/10/2020,Instituto de Identificacao / PC PA,011.395.724-51
Eloá Gomes,Marcelo Nascimento,Isis Aragão,27/02/1941,F,Porto - ES,da Cunha Paulista,RS,Estado do Rio Grande do Sul,06/08/2021,06/08/2031,Instituto de Identificacao,572.581.768-16
Théo Pires,Diego Abreu,Lorena Siqueira,01/01/1936,M,Lopes de da Costa - GO,Melo de Rodrigues,SC,Estado de Santa Catarina,14/09/2020,14/09/2027,Instituto de Identificacao,037.326.952-17
Davi Lucca Garcia,Brayan Azevedo,Agatha da Paz,25/05/1975,M,Barros das Pedras - SC,Cavalcante,TO,Estado do Tocantins,09/08/2022,09/08/2031,Instituto de Identificacao / SSP TO,196.007.010-19
Henrique Sá,Benjamin Castro,Isadora Aparecida,06/06/1955,M,Moraes - GO,Camargo da Serra,AC,Estado do Acre,22/01/2023,22/01/2029,Instituto de Identificacao,443.823.756-22
Lucca Carvalho,Kevin Gonçalves,Emanuella Camargo,26/03/1972,M,Cavalcanti das Flores - SC,Marques Paulista,RJ,Estado do Rio de Janeiro,17/07/2019,17/07/2029,Instituto de Identificacao,189.942.896-90
Beatriz da Rosa,Luiz Felipe Barros,Gabrielly da Mota,05/02/1958,M,Camargo do Sul - TO,das Neves,PI,Estado do Piauí,05/03/2012,05/03/2022,Instituto de Identificacao,743.073.018-30
Antony Rezende,Vinicius Cavalcanti,Ana Cecília das Neves,12/04/2024,M,Moreira - SE,Nunes de Sá,ES,Estado do Espírito Santo,06/11/2012,06/11/2020,Instituto de Identificacao,284.501.043-05
Yan Gomes,Thomas Garcia,Melina Alves,24/05/1968,F,Rios da Prata - GO,Costela da Mata,MT,Estado de Mato Grosso,14/09/2019,14/09/2024,Instituto de Identificacao / SSP MT,557.428.866-04
Sofia Cassiano,Lucca Machado,Mariane Pacheco,02/04/1953,F,Jesus - AL,Lopes Grande,RN,Estado do Rio Grande do Norte,18/01/2017,18/01/2023,Instituto de Identificacao / SSP RN,926.960.963-04
Theodoro Castro,Lucca Gomes,Carolina Nogueira,08/04/1978,M,Casa Grande de Vasconcelos - RJ,Lopes do Campo,MA,Estado do Maranhão,29/07/2013,29/07/2020,Instituto de Identificacao / SSP MA,218.527.073-99
Vitor Hugo Borges,João Gabriel Costela,Juliana Oliveira,13/10/1955,F,da Luz das Flores - PB,Rocha,AP,Estado do Amapá,21/09/2013,21/09/2018,Instituto de Identificacao / SSP AP,125.329.071-43
Isabelly da Paz,Bernardo Câmara,Clarice Macedo,19/02/1959,M,Andrade - RJ,das Neves de das Neves,PE,Estado de Pernambuco,31/10/2013,31/10/2020,Instituto de Identificacao,525.053.808-08
Vinícius Nunes,Vitor Fonseca,Aurora Melo,19/10/1937,M,Vargas - AM,Novaes,SC,Estado de Santa Catarina,19/05/2019,19/05/2026,Instituto de Identificacao / PC SC,934.372.716-82
Maria Flor Martins,Rodrigo Azevedo,Maria Laura Machado,21/02/1948,M,da Mota - ES,Alves de Minas,MS,Estado de Mato Grosso do Sul,23/11/2023,23/11/2030,Instituto de Identificacao,724.946.075-70
Isis da Paz,Rhavi Alves,Bella Albuquerque,13/02/1993,M,Silva Alegre - SP,Garcia,RN,Estado do Rio Grande do Norte,17/05/2011,17/05/2017,Instituto de Identificacao / SSP RN,818.668.335-06
Cauã Caldeira,Bernardo Rezende,Isabel Mendes,03/08/1999,F,Abreu - AC,Porto,AP,Estado do Amapá,09/10/2020,09/10/2030,Instituto de Identificacao / PC AP,748.575.839-00
João Guilherme Santos,João Guilherme Barbosa,Ester Moraes,22/09/1951,M,Pereira - SP,Sousa Verde,ES,Estado do Espírito Santo,11/04/2017,11/04/2027,Instituto de Identificacao / PC ES,980.427.336-32
Daniel Lopes,Lucas Gabriel Campos,Giovanna Peixoto,10/02/2003,M,Duarte - RJ,Jesus de Minas,PE,Estado de Pernambuco,02/09/2019,02/09/2027,Instituto de Identificacao,414.487.865-48
Antônio Santos,Kaique Montenegro,Maria Luiza Porto,22/06/1956,M,Sampaio do Sul - PA,Dias de Silveira,SC,Estado de Santa Catarina,19/03/2020,19/03/2030,Instituto de Identificacao,010.878.167-96
Nathan Cardoso,Miguel Silveira,Ana Laura Martins,09/04/1955,F,Lima - SC,Silveira dos Dourados,CE,Estado do Ceará,28/11/2010,28/11/2016,Instituto de Identificacao / SSP CE,066.216.705-80
Maria Julia Camargo,Benjamim Fogaça,Eloá Casa Grande,26/09/1978,F,Rios - ES,Rocha Verde,BA,Estado da Bahia,25/08/2013,25/08/2022,Instituto de Identificacao / SSP BA,081.866.680-21
Dante Peixoto,Guilherme Teixeira,Ana Clara Oliveira,13/06/1952,M,Silva - PA,Borges,AM,Estado do Amazonas,06/10/2012,06/10/2018,Instituto de Identificacao,316.371.702-83
Henry Gabriel Castro,Matheus Porto,Heloisa Gonçalves,09/02/1965,M,Monteiro de Minas - PI,Nogueira,RR,Estado de Roraima,02/12/2021,02/12/2028,Instituto de Identificacao / PC RR,716.381.608-84
João Felipe Rocha,Davi Freitas,Maitê da Rosa,10/08/1952,F,Mendes Verde - AC,Barros de da Rocha,PB,Estado da Paraíba,18/06/2014,18/06/2019,Instituto de Identificacao,216.502.254-66
Carolina Moreira,Pedro Henrique Câmara,Pietra Siqueira,22/08/1992,M,Correia - AM,Aparecida,AC,Estado do Acre,17/12/2012,17/12/2020,Instituto de Identificacao / PC AC,739.512.700-60
Maria Helena Dias,Breno Rodrigues,Jade Aragão,08/07/1946,F,Souza - MS,Pastor,CE,Estado do Ceará,01/07/2018,01/07/2023,Instituto de Identificacao,028.677.854-08
